ID,geneName
1660,YGL180W
1661,YGL181W
1662,YGL184C
1663,YGL185C
1664,YGL186C
1665,YGL188C-A
1666,YGL190C
1667,YGL191W
1668,YGL192W
1669,YGL194C
1670,YGL195W
1671,YGL196W
1672,YGL197W
1673,YGL198W
1674,YGL199C
1675,YGL200C
1676,YGL202W
1677,YGL203C
1678,YGL205W
1679,YGL206C
1680,YGL208W
1681,YGL209W
1682,YGL210W
1683,YGL211W
1684,YGL212W
1685,YGL213C
1686,YGL214W
1687,YGL215W
1688,YGL216W
1689,YGL217C
1690,YGL218W
1691,YGL219C
1692,YGL220W
1693,YGL221C
1694,YGL222C
1695,YGL224C
1696,YGL226C-A
1697,YGL226W
1698,YGL227W
1699,YGL228W
1700,YGL229C
1701,YGL230C
1702,YGL231C
1703,YGL232W
1704,YGL235W
1705,YGL236C
1706,YGL237C
1707,YGL240W
1708,YGL241W
1709,YGL242C
1710,YGL243W
1711,YGL244W
1712,YGL246C
1713,YGL249W
1714,YGL250W
1715,YGL251C
1716,YGL252C
1717,YGL253W
1718,YGL254W
1719,YGL255W
1720,YGL256W
1721,YGL257C
1722,YGL258W
1723,YGL259W
1724,YGL260W
1725,YGL261C
1726,YGL262W
1727,YGL263W
1728,YGR001C
1729,YGR003W
1730,YGR004W
1731,YGR006W
1732,YGR007W
1733,YGR008C
1734,YGR010W
1735,YGR011W
1736,YGR012W
1737,YGR014W
1738,YGR015C
1739,YGR016W
1740,YGR017W
1741,YGR018C
1742,YGR019W
1743,YGR020C
1744,YGR021W
1745,YGR022C
1746,YGR023W
1747,YGR025W
1748,YGR026W
1749,YGR027C
1750,YGR028W
1751,YGR031W
1752,YGR032W
1753,YGR033C
1754,YGR034W
1755,YGR035C
1756,YGR035W-A
1757,YGR036C
1758,YGR037C
1759,YGR038W
1760,YGR039W
1761,YGR040W
1762,YGR041W
1763,YGR042W
1764,YGR043C
1765,YGR044C
1766,YGR045C
1767,YGR049W
1768,YGR050C
1769,YGR051C
1770,YGR052W
1771,YGR053C
1772,YGR054W
1773,YGR055W
1774,YGR056W
1775,YGR057C
1776,YGR058W
1777,YGR059W
1778,YGR062C
1779,YGR063C
1780,YGR064W
1781,YGR066C
1782,YGR067C
1783,YGR068C
1784,YGR069W
1785,YGR070W
1786,YGR071C
1787,YGR072W
1788,YGR076C
1789,YGR077C
1790,YGR078C
1791,YGR079W
1792,YGR080W
1793,YGR081C
1794,YGR084C
1795,YGR085C
1796,YGR086C
1797,YGR087C
1798,YGR088W
1799,YGR089W
1800,YGR092W
1801,YGR093W
1802,YGR096W
1803,YGR097W
1804,YGR100W
1805,YGR101W
1806,YGR102C
1807,YGR104C
1808,YGR105W
1809,YGR106C
1810,YGR107W
1811,YGR108W
1812,YGR109C
1813,YGR110W
1814,YGR111W
1815,YGR112W
1816,YGR117C
1817,YGR118W
1818,YGR121C
1819,YGR121W-A
1820,YGR122C-A
1821,YGR122W
1822,YGR123C
1823,YGR124W
1824,YGR125W
1825,YGR126W
1826,YGR127W
1827,YGR129W
1828,YGR130C
1829,YGR131W
1830,YGR132C
1831,YGR133W
1832,YGR134W
1833,YGR135W
1834,YGR136W
1835,YGR137W
1836,YGR138C
1837,YGR139W
1838,YGR141W
1839,YGR142W
1840,YGR143W
1841,YGR144W
1842,YGR146C
1843,YGR146C-A
1844,YGR148C
1845,YGR149W
1846,YGR150C
1847,YGR151C
1848,YGR152C
1849,YGR153W
1850,YGR154C
1851,YGR157W
1852,YGR159C
1853,YGR160W
1854,YGR161C
1855,YGR161W-C
1856,YGR162W
1857,YGR163W
1858,YGR164W
1859,YGR165W
1860,YGR166W
1861,YGR167W
1862,YGR168C
1863,YGR169C
1864,YGR169C-A
1865,YGR170W
1866,YGR171C
1867,YGR173W
1868,YGR174C
1869,YGR174W-A
1870,YGR176W
1871,YGR177C
1872,YGR178C
1873,YGR180C
1874,YGR181W
1875,YGR182C
1876,YGR183C
1877,YGR184C
1878,YGR187C
1879,YGR188C
1880,YGR189C
1881,YGR192C
1882,YGR193C
1883,YGR194C
1884,YGR196C
1885,YGR197C
1886,YGR199W
1887,YGR200C
1888,YGR201C
1889,YGR202C
1890,YGR203W
1891,YGR204C-A
1892,YGR204W
1893,YGR205W
1894,YGR206W
1895,YGR207C
1896,YGR208W
1897,YGR209C
1898,YGR210C
1899,YGR212W
1900,YGR213C
1901,YGR214W
1902,YGR215W
1903,YGR217W
1904,YGR219W
1905,YGR220C
1906,YGR222W
1907,YGR223C
1908,YGR224W
1909,YGR225W
1910,YGR226C
1911,YGR227W
1912,YGR228W
1913,YGR229C
1914,YGR230W
1915,YGR231C
1916,YGR232W
1917,YGR233C
1918,YGR234W
1919,YGR235C
1920,YGR236C
1921,YGR237C
1922,YGR238C
1923,YGR239C
1924,YGR240C
1925,YGR241C
1926,YGR242W
1927,YGR243W
1928,YGR244C
1929,YGR247W
1930,YGR248W
1931,YGR249W
1932,YGR250C
1933,YGR252W
1934,YGR254W
1935,YGR255C
1936,YGR256W
1937,YGR257C
1938,YGR258C
1939,YGR259C
1940,YGR260W
1941,YGR261C
1942,YGR263C
1943,YGR266W
1944,YGR268C
1945,YGR269W
1946,YGR270W
1947,YGR271C-A
1948,YGR271W
1949,YGR272C
1950,YGR273C
1951,YGR275W
1952,YGR276C
1953,YGR279C
1954,YGR281W
1955,YGR282C
1956,YGR283C
1957,YGR284C
1958,YGR285C
1959,YGR286C
1960,YGR287C
1961,YGR288W
1962,YGR289C
1963,YGR290W
1964,YGR291C
1965,YGR292W
1966,YGR295C
1967,YHL001W
1968,YHL002W
1969,YHL003C
1970,YHL005C
1971,YHL006C
1972,YHL007C
1973,YHL008C
1974,YHL009C
1975,YHL010C
1976,YHL011C
1977,YHL012W
1978,YHL013C
1979,YHL014C
1980,YHL015W-A
1981,YHL016C
1982,YHL017W
1983,YHL019C
1984,YHL020C
1985,YHL021C
1986,YHL022C
1987,YHL023C
1988,YHL024W
1989,YHL025W
1990,YHL026C
1991,YHL027W
1992,YHL028W
1993,YHL029C
1994,YHL030W
1995,YHL031C
1996,YHL032C
1997,YHL033C
1998,YHL034C
1999,YHL035C
2000,YHL036W
2001,YHL037C
2002,YHL038C
2003,YHL039W
2004,YHL040C
2005,YHL041W
2006,YHL042W
2007,YHL043W
2008,YHL044W
2009,YHL045W
2010,YHL046C
2011,YHL047C
2012,YHR001W
2013,YHR001W-A
2014,YHR003C
2015,YHR004C
2016,YHR005C
2017,YHR006W
2018,YHR007C-A
2019,YHR008C
2020,YHR009C
2021,YHR010W
2022,YHR011W
2023,YHR012W
2024,YHR013C
2025,YHR014W
2026,YHR015W
2027,YHR016C
2028,YHR017W
2029,YHR018C
2030,YHR021C
2031,YHR021W-A
2032,YHR022C
2033,YHR022C-A
2034,YHR025W
2035,YHR026W
2036,YHR028C
2037,YHR029C
2038,YHR030C
2039,YHR031C
2040,YHR032W
2041,YHR033W
2042,YHR034C
2043,YHR035W
2044,YHR037W
2045,YHR038W
2046,YHR039C
2047,YHR039C-B
2048,YHR041C
2049,YHR043C
2050,YHR044C
2051,YHR045W
2052,YHR046C
2053,YHR047C
2054,YHR048W
2055,YHR049C-A
2056,YHR049W
2057,YHR050W
2058,YHR050W-A
2059,YHR051W
2060,YHR057C
2061,YHR059W
2062,YHR060W
2063,YHR061C
2064,YHR063C
2065,YHR064C
2066,YHR066W
2067,YHR067W
2068,YHR071W
2069,YHR073W
2070,YHR075C
2071,YHR076W
2072,YHR077C
2073,YHR078W
2074,YHR079C
2075,YHR079C-B
2076,YHR080C
2077,YHR081W
2078,YHR082C
2079,YHR086W
2080,YHR086W-A
2081,YHR087W
2082,YHR090C
2083,YHR091C
2084,YHR092C
2085,YHR093W
2086,YHR094C
2087,YHR095W
2088,YHR096C
2089,YHR097C
2090,YHR098C
2091,YHR100C
2092,YHR103W
2093,YHR104W
2094,YHR105W
2095,YHR106W
2096,YHR108W
2097,YHR109W
2098,YHR110W
2099,YHR111W
2100,YHR112C
2101,YHR113W
2102,YHR114W
2103,YHR115C
2104,YHR116W
2105,YHR117W
2106,YHR120W
2107,YHR121W
2108,YHR123W
2109,YHR124W
2110,YHR125W
2111,YHR126C
2112,YHR127W
2113,YHR129C
2114,YHR130C
2115,YHR131C
2116,YHR132C
2117,YHR132W-A
2118,YHR133C
2119,YHR134W
2120,YHR135C
2121,YHR136C
2122,YHR137W
2123,YHR138C
2124,YHR139C
2125,YHR139C-A
2126,YHR140W
2127,YHR141C
2128,YHR142W
2129,YHR143W
2130,YHR146W
2131,YHR147C
2132,YHR149C
2133,YHR150W
2134,YHR151C
2135,YHR152W
2136,YHR153C
2137,YHR154W
2138,YHR155W
2139,YHR156C
2140,YHR157W
2141,YHR158C
2142,YHR159W
2143,YHR160C
2144,YHR161C
2145,YHR162W
2146,YHR163W
2147,YHR167W
2148,YHR168W
2149,YHR171W
2150,YHR175W-A
2151,YHR176W
2152,YHR177W
2153,YHR178W
2154,YHR179W
2155,YHR180W
2156,YHR181W
2157,YHR182W
2158,YHR183W
2159,YHR184W
2160,YHR185C
2161,YHR187W
2162,YHR189W
2163,YHR191C
2164,YHR192W
2165,YHR193C
2166,YHR194W
2167,YHR195W
2168,YHR198C
2169,YHR199C
2170,YHR200W
2171,YHR202W
2172,YHR203C
2173,YHR204W
2174,YHR205W
2175,YHR206W
2176,YHR207C
2177,YHR209W
2178,YHR210C
2179,YIL001W
2180,YIL002C
2181,YIL002W-A
2182,YIL005W
2183,YIL006W
2184,YIL007C
2185,YIL008W
2186,YIL009C-A
2187,YIL009W
2188,YIL010W
2189,YIL011W
2190,YIL012W
2191,YIL013C
2192,YIL014W
2193,YIL015C-A
2194,YIL015W
2195,YIL016W
2196,YIL017C
2197,YIL018W
2198,YIL020C
2199,YIL023C
2200,YIL024C
2201,YIL025C
2202,YIL027C
2203,YIL028W
2204,YIL029C
2205,YIL030C
2206,YIL032C
2207,YIL034C
2208,YIL035C
2209,YIL036W
2210,YIL037C
2211,YIL038C
2212,YIL039W
2213,YIL040W
2214,YIL041W
2215,YIL042C
2216,YIL043C
2217,YIL044C
2218,YIL045W
2219,YIL046W-A
2220,YIL047C
2221,YIL049W
2222,YIL050W
2223,YIL052C
2224,YIL053W
2225,YIL054W
2226,YIL055C
2227,YIL056W
2228,YIL057C
2229,YIL058W
2230,YIL059C
2231,YIL060W
2232,YIL064W
2233,YIL065C
2234,YIL066C
2235,YIL067C
2236,YIL069C
2237,YIL070C
2238,YIL071C
2239,YIL072W
2240,YIL073C
2241,YIL074C
2242,YIL076W
2243,YIL077C
2244,YIL079C
2245,YIL084C
2246,YIL085C
2247,YIL086C
2248,YIL087C
2249,YIL088C
2250,YIL089W
2251,YIL090W
2252,YIL092W
2253,YIL093C
2254,YIL094C
2255,YIL095W
2256,YIL096C
2257,YIL097W
2258,YIL098C
2259,YIL099W
2260,YIL100W
2261,YIL101C
2262,YIL102C
2263,YIL103W
2264,YIL105C
2265,YIL107C
2266,YIL108W
2267,YIL111W
2268,YIL112W
2269,YIL113W
2270,YIL114C
2271,YIL116W
2272,YIL117C
2273,YIL119C
2274,YIL120W
2275,YIL121W
2276,YIL122W
2277,YIL123W
2278,YIL124W
2279,YIL125W
2280,YIL127C
2281,YIL128W
2282,YIL130W
2283,YIL131C
2284,YIL132C
2285,YIL133C
2286,YIL134C-A
2287,YIL134W
2288,YIL135C
2289,YIL136W
2290,YIL137C
2291,YIL138C
2292,YIL139C
2293,YIL140W
2294,YIL141W
2295,YIL145C
2296,YIL146C
2297,YIL148W
2298,YIL149C
2299,YIL152W
2300,YIL153W
2301,YIL154C
2302,YIL155C
2303,YIL156W
2304,YIL157C
2305,YIL158W
2306,YIL159W
2307,YIL160C
2308,YIL161W
2309,YIL162W
2310,YIL163C
2311,YIL164C
2312,YIL165C
2313,YIL166C
2314,YIL167W
2315,YIL168W
2316,YIL170W
2317,YIL173W
2318,YIR001C
2319,YIR002C
2320,YIR003W
2321,YIR004W
2322,YIR005W
2323,YIR007W
2324,YIR009W
2325,YIR013C
2326,YIR014W
2327,YIR016W
2328,YIR017C
2329,YIR018C-A
2330,YIR018W
2331,YIR019C
2332,YIR020C
2333,YIR020W-B
2334,YIR021W
2335,YIR021W-A
2336,YIR023W
2337,YIR024C
2338,YIR025W
2339,YIR026C
2340,YIR027C
2341,YIR028W
2342,YIR029W
2343,YIR030C
2344,YIR031C
2345,YIR032C
2346,YIR033W
2347,YIR034C
2348,YIR035C
2349,YIR036C
2350,YIR037W
2351,YIR038C
2352,YIR039C
2353,YIR042C
2354,YIR043C
2355,YIR044C
2356,YJL003W
2357,YJL004C
2358,YJL006C
2359,YJL007C
2360,YJL012C
2361,YJL012C-A
2362,YJL013C
2363,YJL016W
2364,YJL017W
2365,YJL020C
2366,YJL021C
2367,YJL022W
2368,YJL023C
2369,YJL024C
2370,YJL027C
2371,YJL028W
2372,YJL029C
2373,YJL030W
2374,YJL036W
2375,YJL037W
2376,YJL038C
2377,YJL042W
2378,YJL043W
2379,YJL044C
2380,YJL045W
2381,YJL046W
2382,YJL047C
2383,YJL047C-A
2384,YJL048C
2385,YJL049W
2386,YJL051W
2387,YJL052W
2388,YJL053W
2389,YJL055W
2390,YJL056C
2391,YJL057C
2392,YJL058C
2393,YJL059W
2394,YJL060W
2395,YJL062W
2396,YJL062W-A
2397,YJL063C
2398,YJL064W
2399,YJL065C
2400,YJL066C
2401,YJL067W
2402,YJL068C
2403,YJL070C
2404,YJL071W
2405,YJL073W
2406,YJL075C
2407,YJL077C
2408,YJL077W-B
2409,YJL078C
2410,YJL079C
2411,YJL080C
2412,YJL082W
2413,YJL083W
2414,YJL084C
2415,YJL088W
2416,YJL089W
2417,YJL092W
2418,YJL093C
2419,YJL094C
2420,YJL095W
2421,YJL096W
2422,YJL098W
2423,YJL099W
2424,YJL100W
2425,YJL102W
2426,YJL103C
2427,YJL105W
2428,YJL106W
2429,YJL107C
2430,YJL108C
2431,YJL110C
2432,YJL112W
2433,YJL115W
2434,YJL116C
2435,YJL117W
2436,YJL118W
2437,YJL119C
2438,YJL120W
2439,YJL121C
2440,YJL122W
2441,YJL123C
2442,YJL124C
2443,YJL126W
2444,YJL127C
2445,YJL127C-B
2446,YJL128C
2447,YJL129C
2448,YJL130C
2449,YJL131C
2450,YJL132W
2451,YJL133W
2452,YJL134W
2453,YJL135W
2454,YJL136C
2455,YJL136W-A
2456,YJL137C
2457,YJL138C
2458,YJL139C
2459,YJL140W
2460,YJL141C
2461,YJL142C
2462,YJL144W
2463,YJL145W
2464,YJL146W
2465,YJL147C
2466,YJL148W
2467,YJL149W
2468,YJL150W
2469,YJL151C
2470,YJL152W
2471,YJL153C
2472,YJL154C
2473,YJL155C
2474,YJL157C
2475,YJL158C
2476,YJL159W
2477,YJL160C
2478,YJL161W
2479,YJL162C
2480,YJL163C
2481,YJL164C
2482,YJL165C
2483,YJL166W
2484,YJL168C
2485,YJL169W
2486,YJL170C
2487,YJL171C
2488,YJL172W
2489,YJL175W
2490,YJL176C
2491,YJL177W
2492,YJL178C
2493,YJL179W
2494,YJL180C
2495,YJL181W
2496,YJL182C
2497,YJL183W
2498,YJL184W
2499,YJL185C
2500,YJL186W
2501,YJL187C
2502,YJL188C
2503,YJL189W
2504,YJL190C
2505,YJL191W
2506,YJL192C
2507,YJL193W
2508,YJL196C
2509,YJL197W
2510,YJL198W
2511,YJL199C
2512,YJL200C
2513,YJL201W
2514,YJL204C
2515,YJL206C
2516,YJL206C-A
2517,YJL207C
2518,YJL208C
2519,YJL209W
2520,YJL210W
2521,YJL211C
2522,YJL212C
2523,YJL213W
2524,YJL214W
2525,YJL215C
2526,YJL216C
2527,YJL217W
2528,YJL218W
2529,YJR001W
2530,YJR003C
2531,YJR004C
2532,YJR005C-A
2533,YJR005W
2534,YJR008W
2535,YJR009C
2536,YJR010C-A
2537,YJR010W
2538,YJR011C
2539,YJR014W
2540,YJR015W
2541,YJR018W
2542,YJR019C
2543,YJR020W
2544,YJR021C
2545,YJR024C
2546,YJR025C
2547,YJR026W
2548,YJR030C
2549,YJR031C
2550,YJR032W
2551,YJR033C
2552,YJR034W
2553,YJR035W
2554,YJR036C
2555,YJR037W
2556,YJR038C
2557,YJR039W
2558,YJR040W
2559,YJR043C
2560,YJR044C
2561,YJR047C
2562,YJR048W
2563,YJR049C
2564,YJR050W
2565,YJR051W
2566,YJR052W
2567,YJR053W
2568,YJR054W
2569,YJR055W
2570,YJR056C
2571,YJR058C
2572,YJR059W
2573,YJR060W
2574,YJR061W
2575,YJR062C
2576,YJR063W
2577,YJR066W
2578,YJR069C
2579,YJR070C
2580,YJR073C
2581,YJR074W
2582,YJR075W
2583,YJR077C
2584,YJR078W
2585,YJR079W
2586,YJR080C
2587,YJR082C
2588,YJR083C
2589,YJR084W
2590,YJR085C
2591,YJR086W
2592,YJR087W
2593,YJR088C
2594,YJR090C
2595,YJR091C
2596,YJR092W
2597,YJR094C
2598,YJR094W-A
2599,YJR095W
2600,YJR096W
2601,YJR097W
2602,YJR098C
2603,YJR099W
2604,YJR100C
2605,YJR101W
2606,YJR102C
2607,YJR103W
2608,YJR104C
2609,YJR105W
2610,YJR106W
2611,YJR107W
2612,YJR108W
2613,YJR109C
2614,YJR110W
2615,YJR111C
2616,YJR112W-A
2617,YJR113C
2618,YJR114W
2619,YJR115W
2620,YJR116W
2621,YJR117W
2622,YJR118C
2623,YJR119C
2624,YJR120W
2625,YJR121W
2626,YJR122W
2627,YJR124C
2628,YJR125C
2629,YJR126C
2630,YJR127C
2631,YJR128W
2632,YJR129C
2633,YJR130C
2634,YJR131W
2635,YJR133W
2636,YJR134C
2637,YJR135C
2638,YJR135W-A
2639,YJR137C
2640,YJR139C
2641,YJR140C
2642,YJR142W
2643,YJR143C
2644,YJR144W
2645,YJR145C
2646,YJR146W
2647,YJR147W
2648,YJR148W
2649,YJR149W
2650,YJR150C
2651,YJR151C
2652,YJR151W-A
2653,YJR152W
2654,YJR153W
2655,YJR154W
2656,YKL001C
2657,YKL002W
2658,YKL003C
2659,YKL005C
2660,YKL006W
2661,YKL007W
2662,YKL008C
2663,YKL009W
2664,YKL010C
2665,YKL011C
2666,YKL015W
2667,YKL016C
2668,YKL017C
2669,YKL018C-A
2670,YKL020C
2671,YKL023W
2672,YKL025C
2673,YKL026C
2674,YKL027W
2675,YKL029C
2676,YKL030W
2677,YKL031W
2678,YKL032C
2679,YKL033W-A
2680,YKL034W
2681,YKL037W
2682,YKL038W
2683,YKL039W
2684,YKL040C
2685,YKL041W
2686,YKL043W
2687,YKL044W
2688,YKL046C
2689,YKL047W
2690,YKL048C
2691,YKL050C
2692,YKL051W
2693,YKL053C-A
2694,YKL053W
2695,YKL054C
2696,YKL055C
2697,YKL056C
2698,YKL057C
2699,YKL061W
2700,YKL062W
2701,YKL063C
2702,YKL064W
2703,YKL065C
2704,YKL066W
2705,YKL067W
2706,YKL068W
2707,YKL068W-A
2708,YKL069W
2709,YKL070W
2710,YKL071W
2711,YKL072W
2712,YKL073W
2713,YKL074C
2714,YKL075C
2715,YKL076C
2716,YKL077W
2717,YKL079W
2718,YKL080W
2719,YKL081W
2720,YKL084W
2721,YKL085W
2722,YKL086W
2723,YKL087C
2724,YKL090W
2725,YKL091C
2726,YKL092C
2727,YKL093W
2728,YKL094W
2729,YKL096C-B
2730,YKL096W
2731,YKL096W-A
2732,YKL097C
2733,YKL098W
2734,YKL100C
2735,YKL101W
2736,YKL102C
2737,YKL103C
2738,YKL105C
2739,YKL106C-A
2740,YKL106W
2741,YKL107W
2742,YKL109W
2743,YKL110C
2744,YKL113C
2745,YKL114C
2746,YKL115C
2747,YKL116C
2748,YKL117W
2749,YKL118W
2750,YKL119C
2751,YKL120W
2752,YKL121W
2753,YKL123W
2754,YKL124W
2755,YKL126W
2756,YKL127W
2757,YKL128C
2758,YKL129C
2759,YKL130C
2760,YKL131W
2761,YKL132C
2762,YKL133C
2763,YKL134C
2764,YKL135C
2765,YKL136W
2766,YKL137W
2767,YKL138C
2768,YKL139W
2769,YKL140W
2770,YKL142W
2771,YKL143W
2772,YKL146W
2773,YKL147C
2774,YKL148C
2775,YKL149C
2776,YKL150W
2777,YKL151C
2778,YKL155C
2779,YKL156W
2780,YKL157W
2781,YKL158W
2782,YKL159C
2783,YKL160W
2784,YKL161C
2785,YKL162C
2786,YKL162C-A
2787,YKL163W
2788,YKL164C
2789,YKL166C
2790,YKL167C
2791,YKL168C
2792,YKL169C
2793,YKL170W
2794,YKL171W
2795,YKL174C
2796,YKL175W
2797,YKL176C
2798,YKL177W
2799,YKL178C
2800,YKL179C
2801,YKL183W
2802,YKL184W
2803,YKL185W
2804,YKL187C
2805,YKL188C
2806,YKL190W
2807,YKL191W
2808,YKL194C
2809,YKL197C
2810,YKL198C
2811,YKL200C
2812,YKL201C
2813,YKL202W
2814,YKL204W
2815,YKL205W
2816,YKL206C
2817,YKL207W
2818,YKL208W
2819,YKL211C
2820,YKL212W
2821,YKL213C
2822,YKL214C
2823,YKL215C
2824,YKL216W
2825,YKL217W
2826,YKL218C
2827,YKL220C
2828,YKL221W
2829,YKL222C
2830,YKR001C
2831,YKR003W
2832,YKR004C-A
2833,YKR005C
2834,YKR006C
2835,YKR007W
2836,YKR009C
2837,YKR010C
2838,YKR011C
2839,YKR012C
2840,YKR013W
2841,YKR014C
2842,YKR015C
2843,YKR016W
2844,YKR017C
2845,YKR018C
2846,YKR019C
2847,YKR020W
2848,YKR021W
2849,YKR023W
2850,YKR024C
2851,YKR026C
2852,YKR027W
2853,YKR028W
2854,YKR029C
2855,YKR030W
2856,YKR031C
2857,YKR032W
2858,YKR033C
2859,YKR034W
2860,YKR035C
2861,YKR035W-A
2862,YKR036C
2863,YKR039W
2864,YKR040C
2865,YKR041W
2866,YKR042W
2867,YKR043C
2868,YKR044W
2869,YKR045C
2870,YKR046C
2871,YKR047W
2872,YKR048C
2873,YKR049C
2874,YKR050W
2875,YKR051W
2876,YKR052C
2877,YKR053C
2878,YKR054C
2879,YKR055W
2880,YKR056W
2881,YKR057W
2882,YKR058W
2883,YKR059W
2884,YKR060W
2885,YKR061W
2886,YKR064W
2887,YKR065C
2888,YKR066C
2889,YKR067W
2890,YKR069W
2891,YKR070W
2892,YKR072C
2893,YKR073C
2894,YKR074W
2895,YKR075C
2896,YKR076W
2897,YKR077W
2898,YKR078W
2899,YKR080W
2900,YKR082W
2901,YKR084C
2902,YKR085C
2903,YKR087C
2904,YKR088C
2905,YKR089C
2906,YKR090W
2907,YKR091W
2908,YKR092C
2909,YKR093W
2910,YKR094C
2911,YKR095W
2912,YKR096W
2913,YKR097W
2914,YKR098C
2915,YKR099W
2916,YKR100C
2917,YKR101W
2918,YKR102W
2919,YKR103W
2920,YKR104W
2921,YKR105C
2922,YKR106W
2923,YLL001W
2924,YLL002W
2925,YLL005C
2926,YLL006W
2927,YLL006W-A
2928,YLL007C
2929,YLL009C
2930,YLL010C
2931,YLL012W
2932,YLL013C
2933,YLL014W
2934,YLL015W
2935,YLL016W
2936,YLL017W
2937,YLL018C-A
2938,YLL019C
2939,YLL020C
2940,YLL021W
2941,YLL023C
2942,YLL024C
2943,YLL025W
2944,YLL026W
2945,YLL027W
2946,YLL028W
2947,YLL029W
2948,YLL030C
2949,YLL032C
2950,YLL033W
2951,YLL038C
2952,YLL039C
2953,YLL040C
2954,YLL041C
2955,YLL042C
2956,YLL043W
2957,YLL044W
2958,YLL045C
2959,YLL046C
2960,YLL047W
2961,YLL048C
2962,YLL049W
2963,YLL051C
2964,YLL052C
2965,YLL053C
2966,YLL054C
2967,YLL055W
2968,YLL056C
2969,YLL057C
2970,YLL058W
2971,YLL059C
2972,YLL060C
2973,YLL061W
2974,YLL062C
2975,YLL063C
2976,YLR001C
2977,YLR003C
2978,YLR004C
2979,YLR006C
2980,YLR011W
2981,YLR012C
2982,YLR013W
2983,YLR014C
2984,YLR015W
2985,YLR016C
2986,YLR017W
2987,YLR018C
2988,YLR019W
2989,YLR020C
2990,YLR021W
2991,YLR023C
2992,YLR024C
2993,YLR025W
2994,YLR027C
2995,YLR028C
2996,YLR030W
2997,YLR031W
2998,YLR032W
2999,YLR034C
3000,YLR035C
3001,YLR036C
3002,YLR037C
3003,YLR038C
3004,YLR039C
3005,YLR040C
3006,YLR041W
3007,YLR042C
3008,YLR043C
3009,YLR044C
3010,YLR046C
3011,YLR047C
3012,YLR048W
3013,YLR049C
3014,YLR050C
3015,YLR052W
3016,YLR053C
3017,YLR054C
3018,YLR055C
3019,YLR056W
3020,YLR057W
3021,YLR058C
3022,YLR059C
3023,YLR061W
3024,YLR062C
3025,YLR063W
3026,YLR064W
3027,YLR065C
3028,YLR067C
3029,YLR068W
3030,YLR069C
3031,YLR070C
3032,YLR072W
3033,YLR073C
3034,YLR074C
3035,YLR077W
3036,YLR079W
3037,YLR080W
3038,YLR081W
3039,YLR082C
3040,YLR083C
3041,YLR084C
3042,YLR085C
3043,YLR087C
3044,YLR089C
3045,YLR090W
3046,YLR091W
3047,YLR092W
3048,YLR093C
3049,YLR094C
3050,YLR095C
3051,YLR096W
3052,YLR097C
3053,YLR098C
3054,YLR099C
3055,YLR102C
3056,YLR104W
3057,YLR107W
3058,YLR108C
3059,YLR109W
3060,YLR110C
3061,YLR111W
3062,YLR112W
3063,YLR113W
3064,YLR114C
3065,YLR118C
3066,YLR119W
3067,YLR120C
3068,YLR121C
3069,YLR122C
3070,YLR123C
3071,YLR124W
3072,YLR125W
3073,YLR126C
3074,YLR128W
3075,YLR130C
3076,YLR131C
3077,YLR133W
3078,YLR134W
3079,YLR135W
3080,YLR136C
3081,YLR137W
3082,YLR138W
3083,YLR139C
3084,YLR142W
3085,YLR143W
3086,YLR144C
3087,YLR146C
3088,YLR148W
3089,YLR149C
3090,YLR150W
3091,YLR151C
3092,YLR152C
3093,YLR154C
3094,YLR164W
3095,YLR165C
3096,YLR168C
3097,YLR169W
3098,YLR170C
3099,YLR171W
3100,YLR172C
3101,YLR173W
3102,YLR174W
3103,YLR176C
3104,YLR177W
3105,YLR178C
3106,YLR179C
3107,YLR180W
3108,YLR181C
3109,YLR182W
3110,YLR183C
3111,YLR184W
3112,YLR185W
3113,YLR187W
3114,YLR188W
3115,YLR189C
3116,YLR190W
3117,YLR191W
3118,YLR192C
3119,YLR193C
3120,YLR194C
3121,YLR199C
3122,YLR200W
3123,YLR201C
3124,YLR202C
3125,YLR203C
3126,YLR204W
3127,YLR205C
3128,YLR206W
3129,YLR207W
3130,YLR209C
3131,YLR210W
3132,YLR211C
3133,YLR213C
3134,YLR214W
3135,YLR216C
3136,YLR217W
3137,YLR218C
3138,YLR219W
3139,YLR220W
3140,YLR221C
3141,YLR224W
3142,YLR225C
3143,YLR226W
3144,YLR227C
3145,YLR228C
3146,YLR231C
3147,YLR232W
3148,YLR233C
3149,YLR234W
3150,YLR235C
3151,YLR236C
3152,YLR237W
3153,YLR238W
3154,YLR239C
3155,YLR240W
3156,YLR241W
3157,YLR242C
3158,YLR244C
3159,YLR246W
3160,YLR247C
3161,YLR248W
3162,YLR250W
3163,YLR251W
3164,YLR252W
3165,YLR253W
3166,YLR254C
3167,YLR255C
3168,YLR257W
3169,YLR258W
3170,YLR260W
3171,YLR261C
3172,YLR262C
3173,YLR262C-A
3174,YLR263W
3175,YLR264C-A
3176,YLR264W
3177,YLR265C
3178,YLR266C
3179,YLR267W
3180,YLR268W
3181,YLR269C
3182,YLR270W
3183,YLR271W
3184,YLR273C
3185,YLR278C
3186,YLR279W
3187,YLR280C
3188,YLR281C
3189,YLR282C
3190,YLR283W
3191,YLR284C
3192,YLR285C-A
3193,YLR285W
3194,YLR286C
3195,YLR287-A
3196,YLR287C
3197,YLR288C
3198,YLR289W
3199,YLR290C
3200,YLR292C
